DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1818,Tirofiban,DDInter20,Acetylsalicylic acid,Moderate
DDInter1836,Torasemide,DDInter1340,Omeprazole,Moderate
DDInter1852,Treprostinil,DDInter20,Acetylsalicylic acid,Moderate
DDInter1340,Omeprazole,DDInter1860,Triazolam,Moderate
DDInter1340,Omeprazole,DDInter1861,Trichlormethiazide,Moderate
DDInter1910,Valdecoxib,DDInter20,Acetylsalicylic acid,Moderate
DDInter1943,Vitamin E,DDInter20,Acetylsalicylic acid,Moderate
DDInter1340,Omeprazole,DDInter1946,Voriconazole,Moderate
DDInter380,Cimetidine,DDInter154,Azelastine (nasal),Minor
DDInter154,Azelastine (nasal),DDInter1197,Metoclopramide,Moderate
DDInter1245,Morphine (liposomal),DDInter154,Azelastine (nasal),Moderate
DDInter1253,Nabilone,DDInter154,Azelastine (nasal),Moderate
DDInter154,Azelastine (nasal),DDInter1344,Opium,Moderate
DDInter16,Acetohexamide,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter58,Aluminum hydroxide,Moderate
DDInter195,Betamethasone,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter246,Budesonide,Major
DDInter129,Atazanavir,DDInter247,Budesonide (nasal),Moderate
DDInter129,Atazanavir,DDInter271,Calcium carbonate,Moderate
DDInter129,Atazanavir,DDInter280,Canagliflozin,Moderate
DDInter364,Chlorpropamide,DDInter129,Atazanavir,Moderate
DDInter380,Cimetidine,DDInter129,Atazanavir,Major
DDInter385,Cisapride,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter393,Clarithromycin,Moderate
DDInter416,Clotrimazole,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter474,Dapagliflozin,Moderate
DDInter129,Atazanavir,DDInter513,Dexamethasone,Moderate
DDInter129,Atazanavir,DDInter514,Dexamethasone (nasal),Moderate
DDInter129,Atazanavir,DDInter515,Dexamethasone (ophthalmic),Moderate
DDInter129,Atazanavir,DDInter519,Dexlansoprazole,Major
DDInter581,Dolasetron,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter607,Dulaglutide,Moderate
DDInter129,Atazanavir,DDInter629,Eliglustat,Major
DDInter129,Atazanavir,DDInter632,Eluxadoline,Major
DDInter129,Atazanavir,DDInter636,Empagliflozin,Moderate
DDInter129,Atazanavir,DDInter669,Ertugliflozin,Moderate
DDInter676,Esomeprazole,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter706,Exenatide,Moderate
DDInter825,Glimepiride,DDInter129,Atazanavir,Moderate
DDInter826,Glipizide,DDInter129,Atazanavir,Moderate
DDInter831,Glyburide,DDInter129,Atazanavir,Moderate
DDInter934,Insulin human,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter929,Insulin aspart (aspart),Moderate
DDInter129,Atazanavir,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter129,Atazanavir,DDInter930,Insulin degludec,Moderate
DDInter129,Atazanavir,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter129,Atazanavir,Moderate
DDInter936,Insulin human (isophane),DDInter129,Atazanavir,Moderate
DDInter940,Insulin lispro,DDInter129,Atazanavir,Moderate
DDInter941,Insulin lispro (protamine),DDInter129,Atazanavir,Moderate
DDInter937,Insulin human (regular),DDInter129,Atazanavir,Moderate
DDInter939,Insulin human (zinc),DDInter129,Atazanavir,Moderate
DDInter938,Insulin human (zinc extended),DDInter129,Atazanavir,Moderate
DDInter1022,Lansoprazole,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter1070,Linagliptin,Moderate
DDInter129,Atazanavir,DDInter1077,Liraglutide,Moderate
DDInter129,Atazanavir,DDInter1082,Lixisenatide,Moderate
DDInter129,Atazanavir,DDInter1112,Magaldrate,Moderate
DDInter129,Atazanavir,DDInter1113,Magnesium carbonate,Moderate
DDInter129,Atazanavir,DDInter1118,Magnesium hydroxide,Moderate
DDInter129,Atazanavir,DDInter1119,Magnesium oxide,Moderate
DDInter129,Atazanavir,DDInter1209,Miconazole,Moderate
DDInter1217,Miglitol,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter1258,Naldemedine,Moderate
DDInter129,Atazanavir,DDInter1261,Naloxegol,Major
DDInter1269,Nateglinide,DDInter129,Atazanavir,Moderate
DDInter1300,Nitisinone,DDInter129,Atazanavir,Moderate
DDInter1309,Nizatidine,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter1348,Orlistat,Moderate
DDInter1388,Pantoprazole,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter1506,Pramlintide,Moderate
DDInter1513,Prednisolone,DDInter129,Atazanavir,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter129,Atazanavir,Moderate
DDInter1515,Prednisone,DDInter129,Atazanavir,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter129,Atazanavir,Major
DDInter1581,Repaglinide,DDInter129,Atazanavir,Moderate
DDInter1621,Rosiglitazone,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter1622,Rosuvastatin,Major
DDInter129,Atazanavir,DDInter1646,Saxagliptin,Moderate
DDInter129,Atazanavir,DDInter1660,Semaglutide,Moderate
DDInter1675,Simvastatin,DDInter129,Atazanavir,Major
DDInter129,Atazanavir,DDInter1679,Sitagliptin,Moderate
DDInter1826,Tolazamide,DDInter129,Atazanavir,Moderate
DDInter129,Atazanavir,DDInter1828,Tolbutamide,Moderate
DDInter1856,Triamcinolone (nasal),DDInter129,Atazanavir,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter129,Atazanavir,Moderate
DDInter1881,Troglitazone,DDInter129,Atazanavir,Moderate
DDInter195,Betamethasone,DDInter424,Cobicistat,Moderate
DDInter385,Cisapride,DDInter424,Cobicistat,Major
DDInter416,Clotrimazole,DDInter424,Cobicistat,Moderate
DDInter514,Dexamethasone (nasal),DDInter424,Cobicistat,Moderate
DDInter515,Dexamethasone (ophthalmic),DDInter424,Cobicistat,Moderate
DDInter518,Dexfenfluramine,DDInter424,Cobicistat,Moderate
DDInter717,Fenfluramine,DDInter424,Cobicistat,Moderate
DDInter1197,Metoclopramide,DDInter424,Cobicistat,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter424,Cobicistat,Moderate
DDInter1544,Prucalopride,DDInter424,Cobicistat,Minor
DDInter1581,Repaglinide,DDInter424,Cobicistat,Moderate
DDInter1604,Risedronic acid,DDInter58,Aluminum hydroxide,Moderate
DDInter1604,Risedronic acid,DDInter138,Attapulgite,Moderate
DDInter270,Calcium acetate,DDInter1604,Risedronic acid,Moderate
DDInter1604,Risedronic acid,DDInter271,Calcium carbonate,Moderate
DDInter1604,Risedronic acid,DDInter273,Calcium citrate,Moderate
DDInter1604,Risedronic acid,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter1604,Risedronic acid,DDInter276,Calcium gluconate,Moderate
DDInter1604,Risedronic acid,DDInter278,Calcium lactate,Moderate
DDInter1604,Risedronic acid,DDInter279,Calcium Phosphate,Moderate
DDInter1604,Risedronic acid,DDInter975,Iron,Moderate
DDInter1604,Risedronic acid,DDInter1004,Kanamycin,Moderate
DDInter1604,Risedronic acid,DDInter1005,Kaolin,Moderate
DDInter1604,Risedronic acid,DDInter1112,Magaldrate,Moderate
DDInter1604,Risedronic acid,DDInter1113,Magnesium carbonate,Moderate
DDInter1604,Risedronic acid,DDInter1114,Magnesium chloride,Moderate
DDInter1604,Risedronic acid,DDInter1115,Magnesium citrate,Moderate
DDInter1604,Risedronic acid,DDInter1116,Magnesium gluconate,Moderate
DDInter1604,Risedronic acid,DDInter1118,Magnesium hydroxide,Moderate
DDInter1604,Risedronic acid,DDInter1119,Magnesium oxide,Moderate
DDInter1120,Magnesium sulfate,DDInter1604,Risedronic acid,Moderate
DDInter1604,Risedronic acid,DDInter1277,Neomycin,Moderate
DDInter1604,Risedronic acid,DDInter1713,Streptomycin,Moderate
DDInter1717,Sucralfate,DDInter1604,Risedronic acid,Moderate
DDInter1604,Risedronic acid,DDInter1963,Zinc acetate,Moderate
DDInter1604,Risedronic acid,DDInter1965,Zinc gluconate,Moderate
DDInter1604,Risedronic acid,DDInter1966,Zinc sulfate,Moderate
DDInter130,Atenolol,DDInter16,Acetohexamide,Moderate
DDInter130,Atenolol,DDInter58,Aluminum hydroxide,Minor
DDInter130,Atenolol,DDInter136,Atropine,Moderate
DDInter130,Atenolol,DDInter138,Attapulgite,Minor
DDInter130,Atenolol,DDInter195,Betamethasone,Moderate
DDInter130,Atenolol,DDInter246,Budesonide,Moderate
DDInter270,Calcium acetate,DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter271,Calcium carbonate,Moderate
DDInter130,Atenolol,DDInter273,Calcium citrate,Moderate
DDInter130,Atenolol,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter130,Atenolol,DDInter276,Calcium gluconate,Moderate
DDInter130,Atenolol,DDInter278,Calcium lactate,Moderate
DDInter130,Atenolol,DDInter279,Calcium Phosphate,Moderate
DDInter130,Atenolol,DDInter280,Canagliflozin,Moderate
DDInter130,Atenolol,DDInter364,Chlorpropamide,Moderate
DDInter130,Atenolol,DDInter380,Cimetidine,Moderate
DDInter130,Atenolol,DDInter397,Clidinium,Moderate
DDInter130,Atenolol,DDInter474,Dapagliflozin,Moderate
DDInter130,Atenolol,DDInter513,Dexamethasone,Moderate
DDInter130,Atenolol,DDInter543,Dicyclomine,Moderate
DDInter130,Atenolol,DDInter581,Dolasetron,Major
DDInter130,Atenolol,DDInter601,Dronabinol,Moderate
DDInter130,Atenolol,DDInter636,Empagliflozin,Moderate
DDInter130,Atenolol,DDInter650,Ephedrine,Moderate
DDInter130,Atenolol,DDInter669,Ertugliflozin,Moderate
DDInter825,Glimepiride,DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter826,Glipizide,Moderate
DDInter130,Atenolol,DDInter831,Glyburide,Moderate
DDInter130,Atenolol,DDInter834,Glycopyrronium,Moderate
DDInter934,Insulin human,DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter929,Insulin aspart (aspart),Moderate
DDInter130,Atenolol,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter130,Atenolol,DDInter930,Insulin degludec,Moderate
DDInter130,Atenolol,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter130,Atenolol,Moderate
DDInter936,Insulin human (isophane),DDInter130,Atenolol,Moderate
DDInter940,Insulin lispro,DDInter130,Atenolol,Moderate
DDInter941,Insulin lispro (protamine),DDInter130,Atenolol,Moderate
DDInter937,Insulin human (regular),DDInter130,Atenolol,Moderate
DDInter939,Insulin human (zinc),DDInter130,Atenolol,Moderate
DDInter938,Insulin human (zinc extended),DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter1005,Kaolin,Minor
DDInter130,Atenolol,DDInter1112,Magaldrate,Minor
DDInter130,Atenolol,DDInter1113,Magnesium carbonate,Minor
DDInter130,Atenolol,DDInter1118,Magnesium hydroxide,Minor
DDInter130,Atenolol,DDInter1119,Magnesium oxide,Minor
DDInter130,Atenolol,DDInter1149,Mepenzolate,Moderate
DDInter130,Atenolol,DDInter1180,Methscopolamine,Moderate
DDInter1245,Morphine (liposomal),DDInter130,Atenolol,Moderate
DDInter130,Atenolol,DDInter1253,Nabilone,Moderate
DDInter130,Atenolol,DDInter1269,Nateglinide,Moderate
DDInter130,Atenolol,DDInter1344,Opium,Moderate
DDInter130,Atenolol,DDInter1513,Prednisolone,Moderate
DDInter130,Atenolol,DDInter1515,Prednisone,Moderate
DDInter130,Atenolol,DDInter1535,Propantheline,Moderate
DDInter130,Atenolol,DDInter1581,Repaglinide,Moderate
DDInter130,Atenolol,DDInter1647,Scopolamine,Moderate
DDInter130,Atenolol,DDInter1717,Sucralfate,Minor
DDInter130,Atenolol,DDInter1826,Tolazamide,Moderate
DDInter130,Atenolol,DDInter1828,Tolbutamide,Moderate
DDInter1886,Trospium,DDInter130,Atenolol,Moderate
DDInter365,Chlorthalidone,DDInter385,Cisapride,Major
DDInter365,Chlorthalidone,DDInter581,Dolasetron,Major
DDInter195,Betamethasone,DDInter131,Atezolizumab,Moderate
DDInter246,Budesonide,DDInter131,Atezolizumab,Moderate
DDInter513,Dexamethasone,DDInter131,Atezolizumab,Moderate
DDInter1513,Prednisolone,DDInter131,Atezolizumab,Moderate
DDInter1515,Prednisone,DDInter131,Atezolizumab,Moderate
DDInter132,Atomoxetine,DDInter212,Bisacodyl,Moderate
DDInter132,Atomoxetine,DDInter307,Castor oil,Moderate
DDInter132,Atomoxetine,DDInter380,Cimetidine,Moderate
DDInter132,Atomoxetine,DDInter385,Cisapride,Major
DDInter132,Atomoxetine,DDInter393,Clarithromycin,Moderate
DDInter132,Atomoxetine,DDInter518,Dexfenfluramine,Moderate
DDInter132,Atomoxetine,DDInter581,Dolasetron,Major
DDInter132,Atomoxetine,DDInter629,Eliglustat,Moderate
DDInter132,Atomoxetine,DDInter650,Ephedrine,Moderate
DDInter132,Atomoxetine,DDInter717,Fenfluramine,Moderate
DDInter132,Atomoxetine,DDInter832,Glycerin,Moderate
DDInter132,Atomoxetine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter132,Atomoxetine,DDInter840,Granisetron,Moderate
DDInter132,Atomoxetine,DDInter1016,Lactitol,Moderate
DDInter132,Atomoxetine,DDInter1018,Lactulose,Moderate
DDInter132,Atomoxetine,DDInter1055,Levofloxacin,Moderate
DDInter132,Atomoxetine,DDInter1093,Lorcaserin,Moderate
DDInter132,Atomoxetine,DDInter1115,Magnesium citrate,Moderate
DDInter132,Atomoxetine,DDInter1118,Magnesium hydroxide,Moderate
DDInter132,Atomoxetine,DDInter1202,Metronidazole,Minor
DDInter132,Atomoxetine,DDInter1223,Mineral oil,Moderate
DDInter132,Atomoxetine,DDInter1263,Naltrexone,Moderate
DDInter132,Atomoxetine,DDInter1342,Ondansetron,Moderate
DDInter132,Atomoxetine,DDInter1382,Palonosetron,Moderate
DDInter132,Atomoxetine,DDInter1389,Papaverine,Major
DDInter132,Atomoxetine,DDInter1443,Phenolphthalein,Moderate
DDInter132,Atomoxetine,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter132,Atomoxetine,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter132,Atomoxetine,DDInter1615,Rolapitant,Moderate
DDInter132,Atomoxetine,DDInter1665,Sibutramine,Minor
DDInter133,Atorvastatin,DDInter58,Aluminum hydroxide,Minor
DDInter380,Cimetidine,DDInter133,Atorvastatin,Moderate
DDInter416,Clotrimazole,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter513,Dexamethasone,Moderate
DDInter133,Atorvastatin,DDInter629,Eliglustat,Moderate
DDInter133,Atorvastatin,DDInter632,Eluxadoline,Moderate
DDInter676,Esomeprazole,DDInter133,Atorvastatin,Moderate
DDInter1022,Lansoprazole,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter1077,Liraglutide,Minor
DDInter133,Atorvastatin,DDInter1118,Magnesium hydroxide,Minor
DDInter1202,Metronidazole,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter1209,Miconazole,Moderate
DDInter1263,Naltrexone,DDInter133,Atorvastatin,Moderate
DDInter1388,Pantoprazole,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter1401,Pectin,Moderate
DDInter133,Atorvastatin,DDInter1622,Rosuvastatin,Moderate
DDInter1675,Simvastatin,DDInter133,Atorvastatin,Moderate
DDInter1811,Tinidazole,DDInter133,Atorvastatin,Moderate
DDInter1881,Troglitazone,DDInter133,Atorvastatin,Moderate
DDInter134,Atovaquone,DDInter1197,Metoclopramide,Moderate
DDInter1263,Naltrexone,DDInter134,Atovaquone,Moderate
DDInter1783,Tetracycline,DDInter134,Atovaquone,Moderate
DDInter1531,Proguanil,DDInter58,Aluminum hydroxide,Moderate
DDInter1531,Proguanil,DDInter271,Calcium carbonate,Moderate
DDInter1531,Proguanil,DDInter1005,Kaolin,Moderate
DDInter1531,Proguanil,DDInter1112,Magaldrate,Moderate
DDInter1531,Proguanil,DDInter1118,Magnesium hydroxide,Moderate
DDInter1639,Sapropterin,DDInter1531,Proguanil,Moderate
DDInter136,Atropine,DDInter58,Aluminum hydroxide,Moderate
DDInter136,Atropine,DDInter61,Ambenonium,Moderate
DDInter82,Amoxapine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter114,Arbutamine,Moderate
DDInter136,Atropine,DDInter149,Azatadine,Moderate
DDInter136,Atropine,DDInter175,Belladonna,Moderate
DDInter179,Bendroflumethiazide,DDInter136,Atropine,Minor
DDInter188,Benzthiazide,DDInter136,Atropine,Minor
DDInter181,Benzatropine,DDInter136,Atropine,Moderate
DDInter197,Betaxolol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter199,Bethanechol,Moderate
DDInter136,Atropine,DDInter211,Biperiden,Moderate
DDInter136,Atropine,DDInter216,Bisoprolol,Moderate
DDInter136,Atropine,DDInter230,Brexanolone,Moderate
DDInter136,Atropine,DDInter231,Brexpiprazole,Moderate
DDInter136,Atropine,DDInter245,Brompheniramine,Moderate
DDInter136,Atropine,DDInter251,Buprenorphine,Moderate
DDInter136,Atropine,DDInter258,Butorphanol,Moderate
DDInter136,Atropine,DDInter271,Calcium carbonate,Moderate
DDInter294,Carbamoylcholine (ophthalmic),DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter297,Carbinoxamine,Moderate
DDInter136,Atropine,DDInter300,Cariprazine,Moderate
DDInter303,Carteolol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter305,Carvedilol,Moderate
DDInter346,Cevimeline,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter354,Chlorcyclizine,Moderate
DDInter136,Atropine,DDInter360,Chlorothiazide,Minor
DDInter363,Chlorpromazine,DDInter136,Atropine,Moderate
DDInter365,Chlorthalidone,DDInter136,Atropine,Minor
DDInter136,Atropine,DDInter385,Cisapride,Moderate
DDInter395,Clemastine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter397,Clidinium,Moderate
DDInter136,Atropine,DDInter410,Clomipramine,Moderate
DDInter419,Clozapine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter453,Cyclizine,Moderate
DDInter136,Atropine,DDInter454,Cyclobenzaprine,Moderate
DDInter459,Cyproheptadine,DDInter136,Atropine,Moderate
DDInter480,Darifenacin,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter497,Demecarium (ophthalmic),Moderate
DDInter136,Atropine,DDInter504,Desipramine,Moderate
DDInter517,Dexbrompheniramine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter531,Dezocine,Moderate
DDInter136,Atropine,DDInter543,Dicyclomine,Moderate
DDInter554,Digoxin,DDInter136,Atropine,Minor
DDInter136,Atropine,DDInter562,Dimenhydrinate,Moderate
DDInter136,Atropine,DDInter569,Diphenhydramine,Moderate
DDInter575,Disopyramide,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter583,Donepezil,Moderate
DDInter136,Atropine,DDInter593,Doxepin,Moderate
DDInter136,Atropine,DDInter594,Doxepin (topical),Moderate
DDInter600,Doxylamine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter615,Echothiophate (ophthalmic),Moderate
DDInter136,Atropine,DDInter622,Edrophonium,Moderate
DDInter136,Atropine,DDInter632,Eluxadoline,Moderate
DDInter136,Atropine,DDInter731,Fesoterodine,Moderate
DDInter136,Atropine,DDInter738,Flavoxate,Moderate
DDInter136,Atropine,DDInter741,Flibanserin,Moderate
DDInter136,Atropine,DDInter760,Fluphenazine,Moderate
DDInter136,Atropine,DDInter834,Glycopyrronium,Moderate
DDInter136,Atropine,DDInter835,Glycopyrronium (topical),Moderate
DDInter848,Guanidine,DDInter136,Atropine,Moderate
DDInter853,Haloperidol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter889,Hydroflumethiazide,Minor
DDInter890,Hydromorphone,DDInter136,Atropine,Moderate
DDInter895,Hydroxyzine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter907,Iloperidone,Moderate
DDInter912,Imipramine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter916,Indapamide,Minor
DDInter970,Ipratropium,DDInter136,Atropine,Moderate
DDInter971,Ipratropium (nasal),DDInter136,Atropine,Minor
DDInter136,Atropine,DDInter981,Isocarboxazid,Minor
DDInter136,Atropine,DDInter984,Isoflurophate (ophthalmic),Moderate
DDInter136,Atropine,DDInter1005,Kaolin,Moderate
DDInter136,Atropine,DDInter1008,Ketoconazole,Moderate
DDInter136,Atropine,DDInter1013,Labetalol,Moderate
DDInter136,Atropine,DDInter1027,Lasmiditan,Moderate
DDInter136,Atropine,DDInter1054,Levodopa,Moderate
DDInter136,Atropine,DDInter1043,Levacetylmethadol,Moderate
DDInter136,Atropine,DDInter1062,Levorphanol,Moderate
DDInter1099,Loxapine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1102,Lumateperone,Moderate
DDInter136,Atropine,DDInter1104,Lurasidone,Moderate
DDInter136,Atropine,DDInter1110,Macimorelin,Moderate
DDInter136,Atropine,DDInter1112,Magaldrate,Moderate
DDInter136,Atropine,DDInter1113,Magnesium carbonate,Moderate
DDInter136,Atropine,DDInter1118,Magnesium hydroxide,Moderate
DDInter136,Atropine,DDInter1124,Maprotiline,Moderate
DDInter136,Atropine,DDInter1134,Meclizine,Moderate
DDInter136,Atropine,DDInter1146,Memantine,Moderate
DDInter136,Atropine,DDInter1149,Mepenzolate,Moderate
DDInter1150,Meperidine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1159,Mesoridazine,Moderate
DDInter1166,Methadone,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1168,Methdilazine,Moderate
DDInter136,Atropine,DDInter1175,Methotrimeprazine,Moderate
DDInter136,Atropine,DDInter1180,Methscopolamine,Moderate
DDInter136,Atropine,DDInter1197,Metoclopramide,Moderate
DDInter1199,Metolazone,DDInter136,Atropine,Minor
DDInter1200,Metoprolol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1239,Molindone,Moderate
DDInter1245,Morphine (liposomal),DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1255,Nadolol,Moderate
DDInter136,Atropine,DDInter1257,Nalbuphine,Moderate
DDInter136,Atropine,DDInter1271,Nebivolol,Moderate
DDInter136,Atropine,DDInter1279,Neostigmine,Moderate
DDInter136,Atropine,DDInter1303,Nitrofurantoin,Minor
DDInter136,Atropine,DDInter1304,Nitroglycerin,Minor
DDInter1316,Nortriptyline,DDInter136,Atropine,Moderate
DDInter1326,Olanzapine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1329,Oliceridine,Moderate
DDInter136,Atropine,DDInter1333,Olopatadine (nasal),Moderate
DDInter136,Atropine,DDInter1344,Opium,Moderate
DDInter136,Atropine,DDInter1349,Orphenadrine,Moderate
DDInter136,Atropine,DDInter1365,Oxybutynin,Moderate
DDInter1366,Oxycodone,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1372,Oxymorphone,Moderate
DDInter136,Atropine,DDInter1381,Paliperidone,Moderate
DDInter136,Atropine,DDInter1417,Penbutolol,Moderate
DDInter136,Atropine,DDInter1421,Pentazocine,Moderate
DDInter136,Atropine,DDInter1432,Perphenazine,Moderate
DDInter136,Atropine,DDInter1440,Phenelzine,Minor
DDInter136,Atropine,DDInter1441,Phenindamine,Moderate
DDInter1453,Phenylephrine,DDInter136,Atropine,Moderate
DDInter1455,Phenylephrine (ophthalmic),DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1462,Physostigmine,Moderate
DDInter136,Atropine,DDInter1463,Physostigmine (ophthalmic),Moderate
DDInter136,Atropine,DDInter1465,Pilocarpine,Moderate
DDInter136,Atropine,DDInter1466,Pilocarpine (ophthalmic),Moderate
DDInter136,Atropine,DDInter1470,Pimozide,Moderate
DDInter136,Atropine,DDInter1471,Pindolol,Moderate
DDInter136,Atropine,DDInter1490,Polythiazide,Minor
DDInter136,Atropine,DDInter1497,Potassium chloride,Major
DDInter136,Atropine,DDInter1498,Potassium citrate,Major
DDInter136,Atropine,DDInter1503,Pralidoxime,Minor
DDInter136,Atropine,DDInter1506,Pramlintide,Moderate
DDInter1527,Prochlorperazine,DDInter136,Atropine,Moderate
DDInter1528,Procyclidine,DDInter136,Atropine,Moderate
DDInter1532,Promazine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1533,Promethazine,Moderate
DDInter136,Atropine,DDInter1535,Propantheline,Moderate
DDInter136,Atropine,DDInter1537,Propiomazine,Moderate
DDInter136,Atropine,DDInter528,Dextropropoxyphene,Moderate
DDInter1539,Propranolol,DDInter136,Atropine,Moderate
DDInter1543,Protriptyline,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1544,Prucalopride,Moderate
DDInter1548,Pyridostigmine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1155,Mepyramine,Moderate
DDInter136,Atropine,DDInter1553,Quetiapine,Moderate
DDInter136,Atropine,DDInter1554,Quinapril,Moderate
DDInter136,Atropine,DDInter1579,Remifentanil,Moderate
DDInter136,Atropine,DDInter1586,Revefenacin,Moderate
DDInter226,Botulinum Toxin Type B,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1605,Risperidone,Moderate
DDInter136,Atropine,DDInter1610,Rivastigmine,Moderate
DDInter136,Atropine,DDInter1647,Scopolamine,Moderate
DDInter136,Atropine,DDInter1651,Secretin human,Minor
DDInter136,Atropine,DDInter1683,Sodium bicarbonate,Moderate
DDInter136,Atropine,DDInter1696,Solifenacin,Moderate
DDInter1704,Sotalol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1718,Sufentanil,Moderate
DDInter1734,Tacrine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1746,Tapentadol,Moderate
DDInter1793,Thiethylperazine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1796,Thioridazine,Moderate
DDInter136,Atropine,DDInter1798,Thiothixene,Moderate
DDInter1809,Timolol,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1815,Tiotropium,Moderate
DDInter136,Atropine,DDInter1821,Tizanidine,Moderate
DDInter136,Atropine,DDInter1832,Tolterodine,Moderate
DDInter1834,Topiramate,DDInter136,Atropine,Major
DDInter136,Atropine,DDInter1845,Tranylcypromine,Minor
DDInter136,Atropine,DDInter1861,Trichlormethiazide,Minor
DDInter136,Atropine,DDInter1866,Trifluoperazine,Moderate
DDInter1867,Triflupromazine,DDInter136,Atropine,Moderate
DDInter1870,Trihexyphenidyl,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter45,Alimemazine,Moderate
DDInter136,Atropine,DDInter1876,Trimipramine,Moderate
DDInter136,Atropine,DDInter1878,Tripelennamine,Moderate
DDInter1879,Triprolidine,DDInter136,Atropine,Moderate
DDInter1886,Trospium,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1899,Umeclidinium,Moderate
DDInter1967,Ziprasidone,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1971,Zonisamide,Major
DDInter1202,Metronidazole,DDInter139,Auranofin,Moderate
DDInter139,Auranofin,DDInter1622,Rosuvastatin,Moderate
