DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter712,Famotidine,DDInter854,Halothane,Moderate
DDInter712,Famotidine,DDInter864,Histrelin,Moderate
DDInter712,Famotidine,DDInter893,Hydroxychloroquine,Moderate
DDInter895,Hydroxyzine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter900,Ibuprofen,Minor
DDInter901,Ibutilide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter904,Idarubicin,Moderate
DDInter712,Famotidine,DDInter907,Iloperidone,Moderate
DDInter912,Imipramine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter915,Indacaterol,Moderate
DDInter921,Indomethacin,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter927,Inotuzumab ozogamicin,Moderate
DDInter982,Isoetharine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter987,Isoprenaline,Moderate
DDInter712,Famotidine,DDInter995,Itraconazole,Moderate
DDInter712,Famotidine,DDInter996,Ivabradine,Moderate
DDInter712,Famotidine,DDInter1000,Ivosidenib,Moderate
DDInter712,Famotidine,DDInter1008,Ketoconazole,Moderate
DDInter712,Famotidine,DDInter1009,Ketoprofen,Minor
DDInter1010,Ketorolac,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1024,Lapatinib,Moderate
DDInter712,Famotidine,DDInter1027,Lasmiditan,Moderate
DDInter712,Famotidine,DDInter1032,Lefamulin,Moderate
DDInter712,Famotidine,DDInter1036,Lenvatinib,Moderate
DDInter1042,Leuprolide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1063,Levosalbutamol,Moderate
DDInter712,Famotidine,DDInter1055,Levofloxacin,Moderate
DDInter712,Famotidine,DDInter1043,Levacetylmethadol,Moderate
DDInter712,Famotidine,DDInter1078,Lisdexamfetamine,Moderate
DDInter712,Famotidine,DDInter1081,Lithium carbonate,Moderate
DDInter712,Famotidine,DDInter1083,Lofexidine,Moderate
DDInter712,Famotidine,DDInter1084,Lomefloxacin,Moderate
DDInter712,Famotidine,DDInter1112,Magaldrate,Minor
DDInter712,Famotidine,DDInter1113,Magnesium carbonate,Minor
DDInter712,Famotidine,DDInter1118,Magnesium hydroxide,Minor
DDInter712,Famotidine,DDInter1119,Magnesium oxide,Minor
DDInter712,Famotidine,DDInter1124,Maprotiline,Moderate
DDInter712,Famotidine,DDInter1135,Meclofenamic acid,Minor
DDInter1139,Mefenamic acid,DDInter712,Famotidine,Minor
DDInter1140,Mefloquine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1159,Mesoridazine,Moderate
DDInter1346,Orciprenaline,DDInter712,Famotidine,Moderate
DDInter1166,Methadone,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1175,Methotrimeprazine,Moderate
DDInter712,Famotidine,DDInter1136,Mecobalamin,Minor
DDInter1202,Metronidazole,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1214,Midostaurin,Moderate
DDInter1215,Mifepristone,DDInter712,Famotidine,Moderate
DDInter1230,Mirtazapine,DDInter712,Famotidine,Moderate
DDInter1247,Moxifloxacin,DDInter712,Famotidine,Moderate
DDInter1266,Naproxen,DDInter712,Famotidine,Moderate
DDInter1276,Nelfinavir,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1281,Neratinib,Major
DDInter1290,Nicotine,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1293,Nilotinib,Moderate
DDInter1294,Nilutamide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1313,Norfloxacin,Moderate
DDInter1316,Nortriptyline,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1325,Ofloxacin,Moderate
DDInter1326,Olanzapine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1329,Oliceridine,Moderate
DDInter712,Famotidine,DDInter1331,Olodaterol,Moderate
DDInter1342,Ondansetron,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1351,Osilodrostat,Moderate
DDInter712,Famotidine,DDInter1352,Osimertinib,Moderate
DDInter1355,Oxaliplatin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1358,Oxaprozin,Minor
DDInter712,Famotidine,DDInter1363,Oxtriphylline,Moderate
DDInter1375,Oxytocin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1376,Ozanimod,Major
DDInter712,Famotidine,DDInter1381,Paliperidone,Moderate
DDInter1382,Palonosetron,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1387,Panobinostat,Moderate
DDInter712,Famotidine,DDInter1398,Pasireotide,Moderate
DDInter712,Famotidine,DDInter1400,Pazopanib,Major
DDInter1414,Pemetrexed,DDInter712,Famotidine,Moderate
DDInter1420,Pentamidine,DDInter712,Famotidine,Moderate
DDInter1432,Perphenazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1435,Pexidartinib,Moderate
DDInter1460,Phenytoin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1467,Pimavanserin,Moderate
DDInter712,Famotidine,DDInter1470,Pimozide,Moderate
DDInter712,Famotidine,DDInter1476,Pirbuterol,Moderate
DDInter1478,Piroxicam,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1480,Pitolisant,Moderate
DDInter712,Famotidine,DDInter1492,Ponatinib,Minor
DDInter712,Famotidine,DDInter1494,Posaconazole,Moderate
DDInter712,Famotidine,DDInter1508,Prasugrel,Minor
DDInter712,Famotidine,DDInter1520,Primaquine,Moderate
DDInter712,Famotidine,DDInter1522,Probenecid,Minor
DDInter712,Famotidine,DDInter1523,Probucol,Moderate
DDInter712,Famotidine,DDInter1524,Procainamide,Moderate
DDInter1527,Prochlorperazine,DDInter712,Famotidine,Moderate
DDInter1532,Promazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1533,Promethazine,Moderate
DDInter712,Famotidine,DDInter1534,Propafenone,Moderate
DDInter1538,Propofol,DDInter712,Famotidine,Moderate
DDInter528,Dextropropoxyphene,DDInter712,Famotidine,Moderate
DDInter1543,Protriptyline,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1553,Quetiapine,Moderate
DDInter1556,Quinidine,DDInter712,Famotidine,Moderate
DDInter1557,Quinine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1563,Raltegravir,Minor
DDInter712,Famotidine,DDInter1564,Ramelteon,Moderate
DDInter1570,Ranolazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1588,Ribociclib,Moderate
DDInter712,Famotidine,DDInter1595,Rilpivirine,Major
DDInter1605,Risperidone,DDInter712,Famotidine,Moderate
DDInter1606,Ritodrine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1610,Rivastigmine,Moderate
DDInter712,Famotidine,DDInter1616,Romidepsin,Moderate
DDInter712,Famotidine,DDInter1626,Rucaparib,Moderate
DDInter712,Famotidine,DDInter1635,Salmeterol,Moderate
DDInter712,Famotidine,DDInter1640,Saquinavir,Moderate
DDInter712,Famotidine,DDInter1658,Selpercatinib,Major
DDInter712,Famotidine,DDInter1662,Sertraline,Moderate
DDInter712,Famotidine,DDInter1664,Sevoflurane,Moderate
DDInter712,Famotidine,DDInter1676,Siponimod,Major
DDInter712,Famotidine,DDInter1683,Sodium bicarbonate,Minor
DDInter712,Famotidine,DDInter1696,Solifenacin,Moderate
DDInter712,Famotidine,DDInter1701,Sonidegib,Minor
DDInter1702,Sorafenib,DDInter712,Famotidine,Moderate
DDInter1704,Sotalol,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1705,Sparfloxacin,Moderate
DDInter712,Famotidine,DDInter1724,Sulfamethoxazole,Minor
DDInter1729,Sulindac,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1731,Sunitinib,Moderate
DDInter1734,Tacrine,DDInter712,Famotidine,Moderate
DDInter1735,Tacrolimus,DDInter712,Famotidine,Moderate
DDInter1744,Tamoxifen,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1756,Telavancin,Moderate
DDInter712,Famotidine,DDInter1758,Telithromycin,Moderate
DDInter1769,Terbutaline,DDInter712,Famotidine,Moderate
DDInter1770,Terfenadine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1778,Tetrabenazine,Moderate
DDInter712,Famotidine,DDInter1789,Thalidomide,Moderate
DDInter1791,Theophylline,DDInter712,Famotidine,Moderate
DDInter1796,Thioridazine,DDInter712,Famotidine,Moderate
DDInter1821,Tizanidine,DDInter712,Famotidine,Major
DDInter1826,Tolazamide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter712,Famotidine,Minor
DDInter1837,Toremifene,DDInter712,Famotidine,Moderate
DDInter1851,Trazodone,DDInter712,Famotidine,Moderate
DDInter1859,Triamterene,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1863,Triclabendazole,Moderate
DDInter1866,Trifluoperazine,DDInter712,Famotidine,Moderate
DDInter1867,Triflupromazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter45,Alimemazine,Moderate
DDInter1876,Trimipramine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1880,Triptorelin,Moderate
DDInter712,Famotidine,DDInter1909,Valbenazine,Moderate
DDInter712,Famotidine,DDInter1917,Vandetanib,Moderate
DDInter1918,Vardenafil,DDInter712,Famotidine,Moderate
DDInter1921,Vasopressin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1925,Vemurafenib,Moderate
DDInter1927,Venlafaxine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1940,Vismodegib,Minor
DDInter1946,Voriconazole,DDInter712,Famotidine,Moderate
DDInter1967,Ziprasidone,DDInter712,Famotidine,Moderate
DDInter16,Acetohexamide,DDInter1568,Ranitidine,Moderate
DDInter42,Alendronic acid,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter58,Aluminum hydroxide,Minor
DDInter1568,Ranitidine,DDInter74,Aminophylline,Moderate
DDInter1568,Ranitidine,DDInter129,Atazanavir,Major
DDInter1568,Ranitidine,DDInter135,Atracurium,Minor
DDInter1568,Ranitidine,DDInter147,Axitinib,Minor
DDInter1568,Ranitidine,DDInter159,Bacampicillin,Moderate
DDInter1568,Ranitidine,DDInter224,Bosutinib,Moderate
DDInter1568,Ranitidine,DDInter233,Brigatinib,Moderate
DDInter1568,Ranitidine,DDInter271,Calcium carbonate,Minor
DDInter1568,Ranitidine,DDInter316,Cefditoren,Moderate
DDInter1568,Ranitidine,DDInter326,Cefpodoxime,Moderate
DDInter1568,Ranitidine,DDInter335,Cefuroxime,Moderate
DDInter1568,Ranitidine,DDInter340,Ceritinib,Moderate
DDInter364,Chlorpropamide,DDInter1568,Ranitidine,Moderate
DDInter385,Cisapride,DDInter1568,Ranitidine,Minor
DDInter386,Cisatracurium,DDInter1568,Ranitidine,Minor
DDInter451,Cyanocobalamin,DDInter1568,Ranitidine,Minor
DDInter458,Cyclosporine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter462,Dabrafenib,Moderate
DDInter1568,Ranitidine,DDInter465,Dacomitinib,Moderate
DDInter1568,Ranitidine,DDInter484,Dasatinib,Major
DDInter496,Delavirdine,DDInter1568,Ranitidine,Moderate
DDInter537,Diclofenac,DDInter1568,Ranitidine,Minor
DDInter542,Dicoumarol,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter544,Didanosine,Minor
DDInter583,Donepezil,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter590,Doxacurium,Minor
DDInter608,Duloxetine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter629,Eliglustat,Moderate
DDInter644,Enoxacin,DDInter1568,Ranitidine,Minor
DDInter647,Entecavir,DDInter1568,Ranitidine,Moderate
DDInter667,Erlotinib,DDInter1568,Ranitidine,Moderate
DDInter699,Etodolac,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter703,Etravirine,Minor
DDInter721,Fenoprofen,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter737,Fingolimod,Moderate
DDInter1568,Ranitidine,DDInter741,Flibanserin,Moderate
DDInter1568,Ranitidine,DDInter777,Fosamprenavir,Moderate
DDInter1568,Ranitidine,DDInter783,Fosphenytoin,Moderate
DDInter802,Galantamine,DDInter1568,Ranitidine,Moderate
DDInter810,Gefitinib,DDInter1568,Ranitidine,Moderate
DDInter825,Glimepiride,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter826,Glipizide,Moderate
DDInter1568,Ranitidine,DDInter831,Glyburide,Moderate
DDInter1568,Ranitidine,DDInter900,Ibuprofen,Minor
DDInter921,Indomethacin,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter995,Itraconazole,Moderate
DDInter1568,Ranitidine,DDInter996,Ivabradine,Moderate
DDInter1568,Ranitidine,DDInter1008,Ketoconazole,Moderate
DDInter1568,Ranitidine,DDInter1009,Ketoprofen,Minor
DDInter1010,Ketorolac,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1024,Lapatinib,Moderate
DDInter1568,Ranitidine,DDInter1027,Lasmiditan,Moderate
DDInter1568,Ranitidine,DDInter1034,Lemborexant,Major
DDInter1568,Ranitidine,DDInter1085,Lomitapide,Moderate
DDInter1088,Loperamide,DDInter1568,Ranitidine,Major
DDInter1568,Ranitidine,DDInter1112,Magaldrate,Minor
DDInter1568,Ranitidine,DDInter1113,Magnesium carbonate,Minor
DDInter1568,Ranitidine,DDInter1118,Magnesium hydroxide,Minor
DDInter1568,Ranitidine,DDInter1119,Magnesium oxide,Minor
DDInter1568,Ranitidine,DDInter1135,Meclofenamic acid,Minor
DDInter1139,Mefenamic acid,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1146,Memantine,Minor
DDInter1164,Metformin,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1136,Mecobalamin,Minor
DDInter1568,Ranitidine,DDInter1198,Metocurine,Minor
DDInter1212,Midazolam,DDInter1568,Ranitidine,Moderate
DDInter1213,Midodrine,DDInter1568,Ranitidine,Minor
DDInter1217,Miglitol,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1235,Mivacurium,Minor
DDInter1254,Nabumetone,DDInter1568,Ranitidine,Minor
DDInter1266,Naproxen,DDInter1568,Ranitidine,Moderate
DDInter1276,Nelfinavir,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1281,Neratinib,Major
DDInter1290,Nicotine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1291,Nifedipine,Minor
DDInter1568,Ranitidine,DDInter1293,Nilotinib,Moderate
DDInter1568,Ranitidine,DDInter1358,Oxaprozin,Minor
DDInter1568,Ranitidine,DDInter1363,Oxtriphylline,Moderate
DDInter1568,Ranitidine,DDInter1376,Ozanimod,Moderate
DDInter1568,Ranitidine,DDInter1385,Pancuronium,Minor
DDInter1568,Ranitidine,DDInter1400,Pazopanib,Major
DDInter1414,Pemetrexed,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1435,Pexidartinib,Moderate
DDInter1460,Phenytoin,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1462,Physostigmine,Moderate
DDInter1568,Ranitidine,DDInter1473,Pipecuronium,Minor
DDInter1478,Piroxicam,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1492,Ponatinib,Minor
DDInter1493,Porfimer sodium,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1494,Posaconazole,Moderate
DDInter1505,Pramipexole,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1508,Prasugrel,Minor
DDInter1568,Ranitidine,DDInter1524,Procainamide,Moderate
DDInter1568,Ranitidine,DDInter1556,Quinidine,Moderate
DDInter1568,Ranitidine,DDInter1563,Raltegravir,Minor
DDInter1568,Ranitidine,DDInter1571,Rapacuronium,Minor
DDInter1568,Ranitidine,DDInter1595,Rilpivirine,Major
DDInter1605,Risperidone,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1610,Rivastigmine,Moderate
DDInter1612,Rocuronium,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1658,Selpercatinib,Major
DDInter1568,Ranitidine,DDInter1676,Siponimod,Major
DDInter1568,Ranitidine,DDInter1683,Sodium bicarbonate,Minor
DDInter1568,Ranitidine,DDInter1701,Sonidegib,Minor
DDInter1716,Succinylcholine,DDInter1568,Ranitidine,Minor
DDInter1729,Sulindac,DDInter1568,Ranitidine,Minor
DDInter1734,Tacrine,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1789,Thalidomide,Moderate
DDInter1791,Theophylline,DDInter1568,Ranitidine,Moderate
DDInter1826,Tolazamide,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter1568,Ranitidine,Minor
DDInter1859,Triamterene,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1860,Triazolam,Moderate
DDInter1886,Trospium,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1890,Tubocurarine,Minor
DDInter1568,Ranitidine,DDInter1917,Vandetanib,Minor
DDInter1568,Ranitidine,DDInter1922,Vecuronium,Minor
DDInter1568,Ranitidine,DDInter1940,Vismodegib,Minor
DDInter1951,Warfarin,DDInter1568,Ranitidine,Moderate
DDInter66,Amikacin,DDInter1559,Rabeprazole,Moderate
DDInter67,Amikacin (liposome),DDInter1559,Rabeprazole,Moderate
DDInter84,Amphetamine,DDInter1559,Rabeprazole,Moderate
DDInter85,Amphotericin B,DDInter1559,Rabeprazole,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1559,Rabeprazole,Moderate
DDInter87,Amphotericin B (lipid complex),DDInter1559,Rabeprazole,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1559,Rabeprazole,Moderate
DDInter98,Anisindione,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter107,Apalutamide,Moderate
DDInter112,Aprepitant,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter119,Armodafinil,Moderate
DDInter20,Acetylsalicylic acid,DDInter1559,Rabeprazole,Minor
DDInter129,Atazanavir,DDInter1559,Rabeprazole,Major
DDInter1559,Rabeprazole,DDInter147,Axitinib,Minor
DDInter1559,Rabeprazole,DDInter159,Bacampicillin,Moderate
DDInter179,Bendroflumethiazide,DDInter1559,Rabeprazole,Moderate
DDInter188,Benzthiazide,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter224,Bosutinib,Moderate
DDInter1559,Rabeprazole,DDInter233,Brigatinib,Moderate
DDInter248,Bumetanide,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter287,Capmatinib,Minor
DDInter288,Capreomycin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter975,Iron,Moderate
DDInter298,Carboplatin,DDInter1559,Rabeprazole,Moderate
DDInter316,Cefditoren,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter326,Cefpodoxime,Moderate
DDInter335,Cefuroxime,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter340,Ceritinib,Moderate
DDInter344,Cetuximab,DDInter1559,Rabeprazole,Moderate
DDInter360,Chlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter365,Chlorthalidone,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter370,Choline salicylate,Minor
DDInter387,Cisplatin,DDInter1559,Rabeprazole,Moderate
DDInter413,Clopidogrel,DDInter1559,Rabeprazole,Major
DDInter438,Conivaptan,DDInter1559,Rabeprazole,Moderate
DDInter451,Cyanocobalamin,DDInter1559,Rabeprazole,Minor
DDInter458,Cyclosporine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter465,Dacomitinib,Major
DDInter1559,Rabeprazole,DDInter484,Dasatinib,Major
DDInter1559,Rabeprazole,DDInter488,Deferasirox,Moderate
DDInter496,Delavirdine,DDInter1559,Rabeprazole,Moderate
DDInter542,Dicoumarol,DDInter1559,Rabeprazole,Moderate
DDInter554,Digoxin,DDInter1559,Rabeprazole,Moderate
DDInter608,Duloxetine,DDInter1559,Rabeprazole,Minor
DDInter1559,Rabeprazole,DDInter614,Echinacea,Moderate
DDInter624,Efavirenz,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter649,Enzalutamide,Moderate
DDInter667,Erlotinib,DDInter1559,Rabeprazole,Major
DDInter686,Etacrynic acid,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter703,Etravirine,Moderate
DDInter1559,Rabeprazole,DDInter714,Fedratinib,Moderate
DDInter1559,Rabeprazole,DDInter725,Ferrous fumarate,Moderate
DDInter1559,Rabeprazole,DDInter726,Ferrous gluconate,Moderate
DDInter1559,Rabeprazole,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter1559,Rabeprazole,DDInter741,Flibanserin,Moderate
DDInter743,Fluconazole,DDInter1559,Rabeprazole,Moderate
DDInter770,Fluvoxamine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter777,Fosamprenavir,Moderate
DDInter1559,Rabeprazole,DDInter778,Fosaprepitant,Moderate
DDInter779,Foscarnet,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter785,Fostamatinib,Moderate
DDInter790,Furosemide,DDInter1559,Rabeprazole,Moderate
DDInter810,Gefitinib,DDInter1559,Rabeprazole,Moderate
DDInter815,Gentamicin,DDInter1559,Rabeprazole,Moderate
DDInter883,Hydrochlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter889,Hydroflumethiazide,DDInter1559,Rabeprazole,Moderate
DDInter916,Indapamide,DDInter1559,Rabeprazole,Moderate
DDInter917,Indinavir,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter977,Iron protein succinylate,Moderate
DDInter1559,Rabeprazole,DDInter995,Itraconazole,Moderate
DDInter1559,Rabeprazole,DDInter1004,Kanamycin,Moderate
DDInter1008,Ketoconazole,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1024,Lapatinib,Moderate
DDInter1559,Rabeprazole,DDInter1032,Lefamulin,Moderate
DDInter1064,Levothyroxine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1069,Linaclotide,Minor
DDInter1074,Liothyronine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1075,Liotrix,Moderate
DDInter1174,Methotrexate,DDInter1559,Rabeprazole,Major
DDInter1559,Rabeprazole,DDInter1136,Mecobalamin,Minor
DDInter1199,Metolazone,DDInter1559,Rabeprazole,Moderate
DDInter1236,Modafinil,DDInter1559,Rabeprazole,Moderate
DDInter1251,Mycophenolate mofetil,DDInter1559,Rabeprazole,Moderate
DDInter1266,Naproxen,DDInter1559,Rabeprazole,Moderate
DDInter1276,Nelfinavir,DDInter1559,Rabeprazole,Major
DDInter1277,Neomycin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1281,Neratinib,Major
DDInter1283,Netilmicin,DDInter1559,Rabeprazole,Moderate
DDInter1285,Nevirapine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1293,Nilotinib,Moderate
DDInter1559,Rabeprazole,DDInter1386,Panitumumab,Moderate
DDInter1559,Rabeprazole,DDInter1396,Paromomycin,Moderate
DDInter1559,Rabeprazole,DDInter1399,Patiromer,Moderate
DDInter1559,Rabeprazole,DDInter1400,Pazopanib,Major
DDInter1420,Pentamidine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1435,Pexidartinib,Major
DDInter1559,Rabeprazole,DDInter1482,Plazomicin,Moderate
DDInter1559,Rabeprazole,DDInter1490,Polythiazide,Moderate
DDInter1559,Rabeprazole,DDInter1492,Ponatinib,Minor
DDInter1559,Rabeprazole,DDInter1494,Posaconazole,Moderate
DDInter1559,Rabeprazole,DDInter1508,Prasugrel,Minor
DDInter1559,Rabeprazole,DDInter1563,Raltegravir,Minor
DDInter1590,Rifampicin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1592,Rifapentine,Moderate
DDInter1559,Rabeprazole,DDInter1595,Rilpivirine,Major
DDInter1559,Rabeprazole,DDInter1600,Riociguat,Moderate
DDInter1559,Rabeprazole,DDInter1637,Salsalate,Minor
DDInter1559,Rabeprazole,DDInter1640,Saquinavir,Moderate
DDInter1559,Rabeprazole,DDInter1658,Selpercatinib,Major
DDInter1559,Rabeprazole,DDInter1830,Tolevamer,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1559,Rabeprazole,Minor
DDInter1559,Rabeprazole,DDInter1698,Somapacitan,Moderate
DDInter1559,Rabeprazole,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1701,Sonidegib,Minor
DDInter1559,Rabeprazole,DDInter1708,St. John's Wort,Moderate
DDInter1559,Rabeprazole,DDInter1711,Stiripentol,Moderate
DDInter1713,Streptomycin,DDInter1559,Rabeprazole,Moderate
DDInter1735,Tacrolimus,DDInter1559,Rabeprazole,Moderate
DDInter1758,Telithromycin,DDInter1559,Rabeprazole,Moderate
DDInter1791,Theophylline,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1799,"Thyroid, porcine",Moderate
DDInter1822,Tobramycin,DDInter1559,Rabeprazole,Moderate
DDInter1836,Torasemide,DDInter1559,Rabeprazole,Moderate
DDInter1861,Trichlormethiazide,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1917,Vandetanib,Minor
DDInter1559,Rabeprazole,DDInter1940,Vismodegib,Minor
DDInter1946,Voriconazole,DDInter1559,Rabeprazole,Moderate
DDInter1951,Warfarin,DDInter1559,Rabeprazole,Moderate
DDInter16,Acetohexamide,DDInter21,Acitretin,Moderate
DDInter21,Acitretin,DDInter364,Chlorpropamide,Moderate
DDInter598,Doxycycline,DDInter21,Acitretin,Major
DDInter825,Glimepiride,DDInter21,Acitretin,Moderate
DDInter21,Acitretin,DDInter826,Glipizide,Moderate
DDInter21,Acitretin,DDInter831,Glyburide,Moderate
DDInter21,Acitretin,DDInter1224,Minocycline,Major
DDInter21,Acitretin,DDInter1263,Naltrexone,Moderate
DDInter21,Acitretin,DDInter1783,Tetracycline,Major
DDInter21,Acitretin,DDInter1826,Tolazamide,Moderate
DDInter21,Acitretin,DDInter1828,Tolbutamide,Moderate
DDInter1941,Vitamin A,DDInter21,Acitretin,Major
DDInter136,Atropine,DDInter22,Aclidinium,Moderate
DDInter397,Clidinium,DDInter22,Aclidinium,Moderate
DDInter543,Dicyclomine,DDInter22,Aclidinium,Moderate
DDInter22,Aclidinium,DDInter632,Eluxadoline,Moderate
DDInter834,Glycopyrronium,DDInter22,Aclidinium,Moderate
DDInter835,Glycopyrronium (topical),DDInter22,Aclidinium,Moderate
DDInter896,Hyoscyamine,DDInter22,Aclidinium,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter22,Aclidinium,Moderate
DDInter1149,Mepenzolate,DDInter22,Aclidinium,Moderate
